Gloss	Belarusian	Bulgarian	Croatian	Czech	Latvian	Lithuanian	Polish	Russian	Slovak	Slovene	Ukrainian
BE_ANNOYED_4							ɡniɛvaʨɕɛ̃		ɦnɛvacsa		
BE_ANNOYED_5									zɫɔsticsa		
BE_ANNOYED_6				poɦorʃɪtsɛ							
BE_ANNOYED_7	sʲɛrdavaʦʲ							sʲɪrdʲiˑtʲsʲɪ			sɛrdɪtɪsʲɑ
BE_ANNOYED_8					iːkt	pǐːktʲɪ					
BE_ANNOYED_9						ɐpmɒʊ̯ˑdâˑʊ̯tʲɪ					
BE_ANNOYED_10					pukuɔ̯tiɛ̯s~duzmuɔ̯tiɛ̯s						
BE_BORN_1	naradzitʦa	rɔdʲasɛ	rɔ̌ditisɛ	rodɪtsɛ			uɾɔʥiʨɕɛ̃	rɐdʲiˑtʲsʲɪ	narɔdicsa		nɑrɔdɪtɪsʲɑ
BE_BORN_2										rɔdi˨ːtisɛ	
BE_BORN_3					ʣimt	ɡʲɪ̂mtʲɪ					
BE_HUNGRY_1	ɣalɔdnɨ	ɡɫadɛn	ɡlǎːdan	ɦladoviː			ɡwɔdnɨ	ɡɐɫɔˑdnɨj	ɫaʧniː~ɦɫadniː		ɦɔlɔdnɪj
BE_HUNGRY_2										la˨ːʧɛn	
BE_HUNGRY_3						âˑɫkɐnɐs					
BE_HUNGRY_4					isːɑlʦis						
BE_ILL_1		bɔlɛduvam	bɔlɔ̌ʋati					bɐleˑtʲ			
BE_ILL_2										bi˨ːtibɔla˨ːn	
BE_ILL_3	xvarɛʦʲ						xɔɾɔvaʨ		xɔri̯ec~bicxɔriː		xwɔrʲitɪ
BE_ILL_4				biːtnɛmoʦniː							
BE_ILL_5						sʲɪ̂rˑɡtʲɪ					
BE_ILL_6					zlimuɔ̯t						
BE_NOISY_1	ʂumʲɛʦʲ	ʃumʲa						ʃumʲeˑtʲ			ʂumitɪ
BE_NOISY_2			bǔːʧati								
BE_NOISY_3			ɡalǎːmiti								
BE_NOISY_4										rɔpɔta˨ːti	
BE_NOISY_5										razɡra˨ːjati	
BE_NOISY_6									ɫɔmɔzic		
BE_NOISY_7				ɟɛlatɦluk							
BE_NOISY_8							xawasɔvaʨ				
BE_NOISY_9						trʲɪʊkʃmâˑʊ̯tʲɪ					
BE_NOISY_10					ɑːleːtiɛ̯s						
BE_NOISY_11					druɔ̯kʒɲuɔ̯t						
BIG_1		ɛdɤr									
BIG_2		ɡɔʎam									
BIG_3	vʲaliki		ʋɛ̂lik	vɛlkiː			viɛlki		vɛʎkiː		wɛlɪkɪj
BIG_4										ʋe˦ːlik	
BIG_5							duʐɨ				
BIG_6								bɐlʃɔˑj			
BIG_7					diʃː	dʲɪ̂dʲɪs~dʲɪ̂dɛlʲɪs					
BIG_8					liɛ̯ls						
BIRCH_1	bʲarɔza	brɛza	brɛ̂za	br̝iːza			bʐɔza	bʲɪrʲozə	brɛza		bɛrɛzɑ
BIRCH_2										brɛ˨ːza	
BIRCH_3					beːrsː	bêˑrʒɐs					
BIRD_1	ptuʂka	ptiʦa	ptîʦa					ptʲiˑʦə			
BIRD_2										pti˦ʧ~pti˨ːʦa	
BIRD_3	ptax			ptaːk			ptak		ftaːk		ptɑx
BIRD_4						pɒʊ̯ˑkʃtʲɪs					
BIRD_5					pudns						
BITE_1		xapʲa~uxapʲa									
BITE_2			ǔjɛsti								
BITE_3			ɡrîsti								
BITE_4										ɡri˨ːsti	
BITE_5	kusaʦʲ			koʊ̯sat	kuɔ̯st		kɔ̃saʨ	kusaˑtʲ	kuːsac		kusɑtɪ
BITE_6						kâˑndʒʲɪotʲɪ					
BITTER_1	ɣɔrki	ɡɔrʧif		ɦor̝kiː			ɡɔʂki	ɡɔˑrʲkij	ɦɔrkiː		ɦjirkɪj
BITTER_2			ɡɔ̌ːrak								
BITTER_3										ɡrɛna˨ːk	
BITTER_4						kɐrtʊ̂s					
BITTER_5					suːrs						
BITTER_6					ruːkts						
BLACK_1		ʧɛrɛn									
BLACK_2	ʈ͡ʂɔrnɨ		ʦr̩̂ːn	ʧɛrniː			ʈ͡ʂaɾnɨ	ʨornɨj	ʧi̯erni		ʈ͡ʂɔrnɪj
BLACK_3										ʧə˨rn	
BLACK_4						jûədɐs					
BLACK_5					mælns						
BLANKET_1		pɔkrivka	pɔkrǐʋaːʧ	pokriːfka~br̝ɪkriːfka					prikriːfka		
BLANKET_2			ʨɛ̂bɛ								
BLANKET_3										ɔdɛ˨ːja	
BLANKET_4									dɛka		
BLANKET_5	kɔwdra						kɔwdɾa				kɔwdrɑ
BLANKET_6								ɐdʲɪjaˑɫə			
BLANKET_7						ɐ̂nˑtkɫodeː					
BLANKET_8					sæɡɑ						
BLIND_1	slʲapɨ	sʎap		slɛpiː			ɕlɛpɨ	slɪpɔˑj	sɫɛpiː		slʲipɪj
BLIND_2			slîjɛp								
BLIND_3										slɛ˨ːp	
BLIND_4					ɑɡls	ǎkɫɐs					
BLOOD_1	krɔw	krɤf	kr̩̂ːʋ	krɛf			kɾɛv	krɔˑfʲ			krɔw
BLOOD_2									kru̯	kri˨ː	
BLOOD_3						krɒʊ̯ˑjɐs					
BLOOD_4					ɑsːins						
BLOW_(OF_WIND)_1		vɛja		vaːt			viaʨ		vi̯ac		vijɑtɪ
BLOW_(OF_WIND)_2		duxam	dǔːxati								
BLOW_(OF_WIND)_3										pi˨ːxati	
BLOW_(OF_WIND)_4				vanoʊ̯t							
BLOW_(OF_WIND)_5	dzʲmuʦʲ							duˑtʲ			
BLOW_(OF_WIND)_6					puːst	pǔːstʲɪ					
BLOW_(WITH_MOUTH)_1	dzʲmuxnuʦʲ	duxna					dmuxnɔnʨ	duˑnutʲ			dunutɪ
BLOW_(WITH_MOUTH)_2			pǔːxati		puːst	pǔːstʲɪ					
BLOW_(WITH_MOUTH)_3										pi˨ːxniti	
BLOW_(WITH_MOUTH)_4									duc		
BLOW_(WITH_MOUTH)_5				foʊ̯kat					fuːkac		
BLUE_1	sini	sin						sʲiˑnʲij			sɪnʲij
BLUE_2			plâːʋ								
BLUE_3			mɔ̂dar	modriː					mɔdriː		
BLUE_4										mɔ˨ːdɛr	
BLUE_5									bɛɫasiː		
BLUE_6							bwɛŋkitnɨ				
BLUE_7							niɛbiɛski				
BLUE_8						mêːlʲiːnɐs					
BLUE_9					zils						
BLUNT_1	tupɨ	tɤp	tûːp	tupiː			tɛmpɨ	tupɔˑj	tupiː		tupɪj
BLUNT_2										tɔ˨ːp	
BLUNT_3										skə˨rxan	
BLUNT_4						bʊ̂kɐs					
BLUNT_5						ɐtʃʲɪ̂pæːs					
BLUNT_6					druls~sdrups						
BOARD_1	dɔʂka	dɤska	dǎska				dɛska	dɐskaˑ	dɔska	dɛska˦	dɔʂkɑ
BOARD_2				prkno							
BOARD_3						ɫɛntɑ̂					
BOARD_4					deːlis						
BOAST_1	xvalitʦa	xvaʎasɛ	xʋǎlisatisɛ					xvaˑstətʲsʲɪ			xwɑlɪtɪsʲɑ
BOAST_2										baxa˨ːtisɛ	
BOAST_3									vistatɔvacsa		
BOAST_4				xlubɪtsɛ			xɛwpiʨɕɛ̃				
BOAST_5						ɡʲɪ̂rtʲɪs					
BOAST_6					liɛ̯liːtiɛ̯s						
BOAT_1	lɔdka	ɫɔdka					wutka	ɫɔˑdkə			
BOAT_2			ʧûːn	ʧlun					ʧɫ̩n		
BOAT_3			ʧǎːmaʦ								
BOAT_4										ʧɔ˨ːln	
BOAT_5							wuʨ				
BOAT_6											ʈ͡ʂɔwɛn
BOAT_7						ʋâˑɫtʲɪs					
BOAT_8					lai̯vɑ	ɫɐʲɪ̯ˑʋɛ̌lʲɪs					
BODY_1	ʦʲɛla	tʲaɫɔ	tîjɛlɔ	cɛlo			ʨawɔ	tʲeˑɫə	tɛɫɔ	tɛlɔ˨ː	tʲilɔ
BODY_2						kûːnɐs					
BODY_3					miɛ̯sɑ						
BODY_4					cɛrmɛnis						
BOIL_(OF_LIQUID)_1		vrʲa		vr̝iːt			vʐɛʨ		vri̯ec		
BOIL_(OF_LIQUID)_2	kipʲɛʦʲ	kipʲa	kǐːpjɛti				kipiɛʨ	kipʲeˑtʲ			kɪpʲitɪ
BOIL_(OF_LIQUID)_3			kʎǔʧati								
BOIL_(OF_LIQUID)_4										kipɛ˨ːti	
BOIL_(OF_LIQUID)_5					virt	ʋʲɪ̂rtʲɪ					
BOIL_(OF_LIQUID)_6					vɑːriːtiɛ̯s						
BOIL_(SOMETHING)_1	varɨʦʲ	varʲa		var̝ɪt	vɑːriːt			vɐrʲiˑtʲ	varic		wɑrɪtɪ
BOIL_(SOMETHING)_2			kûxati								
BOIL_(SOMETHING)_3										ku˨ːxati	
BOIL_(SOMETHING)_4							ɡɔtɔvaʨ				ɦɔtuwɑtɪ
BOIL_(SOMETHING)_5						ʋʲɪ̂rtʲɪ~ʋʲɪ̂rʲɪntʲɪ					
BONE_1	kɔsʦʲ	kɔst	kɔ̂ːst	kost			kɔɕʨ	kəstʲ	kɔsc		kistkɑ
BONE_2										kɔ˨ːst	
BONE_3					kau̯ls	kâˑʊ̯ɫɐs					
BOOK_1	kniɣa	kniɡa	kɲîɡa	kɲɪɦa		knʲiːɡɑ̂	kɕɔ̃ʂka	knʲiˑɡə	kniɦa		knɪɦɑ~knɪʐkɑ
BOOK_2										kni˨ːɡa	
BOOK_3					ɡrɑːmɑtːɑ						
BOOT_1		bɔtuʃ									
BOOT_2			ʧîzma						ʧiʒma		
BOOT_3										ʃkɔ˨ːrɛn	
BOOT_4				ɦoliːŋka							
BOOT_5	bɔt						but				ʈ͡ʂɔbit
BOOT_6							kɔzak				
BOOT_7					zɑːbɑks			sɐpɔˑk			
BOOT_8						ɒʊ̯ˑlʲɪ̂nʲɛʲɪ̯ˑbǎtɐʲɪ̯ˑ					
BORDER_1	ɣraniʦa	ɡraniʦa	ɡrǎniʦa	ɦraɲɪʦɛ			ɡɾaniʦa	ɡrɐnʲiˑʦə	ɦraniʦa		
BORDER_2										me˦ːja	
BORDER_3											kɔrdɔn
BORDER_4						rʲɪbɑ̂					
BORDER_5						sîənɐ					
BORDER_6					ruɔ̯bɛʒɑ						
BOSS_1		ʃɛf		ʃɛːf			ʂɛf		ʃɛːf		
BOSS_2	naʈ͡ʂalʲnik	naʧaɫnik						nɐʧaˑlnʲik			
BOSS_3			ʃɛ̂f			ʃɛ̂fɐs					
BOSS_4										ʃɛ˨ːf	
BOSS_5									ri̯aditɛʎ		
BOSS_6				vɛdoʊ̯ʦiː							
BOSS_7											xɑzʲɑjin
BOSS_8						ʋɐdǒːʋɐs					
BOSS_9						ʋʲɪ̂rˑʃʲɪnʲɪnkɐs					
BOSS_10					ʃɛfs						
BOSS_11					vɑdiːtɑjs						
BOSS_12					briɛ̯kʒniɛ̯ks						
BOTHER_1		ɔtɛɡʧa									
BOTHER_2		bɛzpɔkɔja									
BOTHER_3			smɛ̌ːtati								
BOTHER_4			dɔsǎːditi								
BOTHER_5										nadlɛɡɔʋa˨ːti	
BOTHER_6				opcɛʒovat					ɔpcaʒɔvac		
BOTHER_7	dakuʈ͡ʂaʦʲ						dɔkuʈ͡ʂaʨ				dɔkuʈ͡ʂɑtɪ
BOTHER_8								nədəjɪdaˑtʲ			
BOTHER_9						ɐpsʊ̂nˑkʲɪntʲɪ					
BOTHER_10					ɑbɡruːtinɑːt						
BOW_1	luk	ɫɤk	lûːk	luk			wuk	ɫuˑk	ɫuk		luk
BOW_2										lɔ˨ːk	
BOW_3						ɫɐ̂nˑkɐs					
BOW_4					luɔ̯ks						
BOX_1		kutija									
BOX_2		sandɤk	sǎnduk								
BOX_3										zabɔ˦j	
BOX_4				bɛdna					dɛbna		
BOX_5	skrɨnka						skʂɨnia				
BOX_6								jaˑʃʲːik			jɑʂʈ͡ʂɪk
BOX_7						deːʒěː					
BOX_8					kɑstɛ						
BOX_9					ʃcirsts						
BOY_1		mɔmʧɛ	mɔ̌mʧɛ								
BOY_2			djɛ̌ʧak								
BOY_3										fa˦nt	
BOY_4										dɛ˨ːʧɛk	
BOY_5				xlapɛʦ			xwɔpak~xwɔpiɛʦ		xɫapɛʦ		xlɔpɛʦʲ
BOY_6				ɦox							
BOY_7	xlɔpʈ͡ʂɨk										
BOY_8								maˑlʨik			
BOY_9						ʋɐʲɪ̯ˑkʲɪ̂nɐs					
BOY_10						bɛrnʲɪʊ̂kɐs					
BOY_11					zæːns						
BOY_12					pui̯kɑ~pui̯sis						
BRAIN_1	mɔzɣ	mɔzɤk		mozɛk			musk	mɔˑzk	mɔzɔk		mɔzɔk
BRAIN_2										mɔʒɡa˨ːni	
BRAIN_3					zmɑʣɛnɛs	smɛ̌ɡɛnʲiːs					
BRANCH_1		kɫɔn									
BRANCH_2			ɡrǎːna								
BRANCH_3										ʋɛ˨ːja	
BRANCH_4									kɔnaːr		
BRANCH_5				vjɛtɛf							
BRANCH_6							ɡawɔ̃ɕ				
BRANCH_7											ɦjilkɑ
BRANCH_8	suk							suˑk			
BRANCH_9						ʃɐkɑ̂					
BRANCH_10					zɑrs						
BRAWL_1	bitʦa	bijasɛ	bîtisɛ	biːtsɛ			pɔbiʨɕɛ̃		bicsa		bɪtɪsʲɑ
BRAWL_2	dratʦa		ǔdaritisɛ					draˑtʲsʲɪ			drɑtɪsʲɑ
BRAWL_3										te˦ːpstisɛ	
BRAWL_4						mʊ̂ʃtʲɪs					
BRAWL_5					kau̯tiɛ̯s~iskau̯tiɛ̯s						
BREAD_1	xlʲɛb	xʎap		xlɛːp			xlɛp	xleˑp	xɫi̯ep		xlʲib
BREAD_2			krûx							kru˦x	
BREAD_3						dûənɐ					
BREAD_4					mai̯zɛ						
BREAK_(CLEAVE)_1		sʧupʲa									
BREAK_(CLEAVE)_2	razbiʦʲ		rǎzbiti					rɐzbʲiˑtʲ	rɔzbic		rɔzbɪtɪ
BREAK_(CLEAVE)_3			prɛlɔ̌miti						prɛɫɔmic		
BREAK_(CLEAVE)_4										razlɔmi˨ːti	
BREAK_(CLEAVE)_5				rozlaːmat			zwamaʨ				
BREAK_(CLEAVE)_6						sʊkʊ̂ɫtʲɪ					
BREAK_(CLEAVE)_7					sɑlau̯st~sɑdau̯ziːt	sʊdɒʊ̯ˑʒîːtʲɪ					
BREAK_(DESTROY_OR_GET_DESTROYED)_1		trɔʃa									
BREAK_(DESTROY_OR_GET_DESTROYED)_2	zlamaʦʲ		slɔ̌miti	lomɪt			zwamaʨ	sɫɐmaˑtʲ	zɫɔmic		zlɑmɑtɪ
BREAK_(DESTROY_OR_GET_DESTROYED)_3										lɔmi˨ːti	
BREAK_(DESTROY_OR_GET_DESTROYED)_4						ɫûːʒtʲɪ					
BREAK_(DESTROY_OR_GET_DESTROYED)_5					lau̯st~lau̯ziːt	ɫâˑʊ̯ʒʲiːtʲɪ					
BREAST_1		bɔzka									
BREAST_2			sîsa								
BREAST_3			ɲɛ̂dra	ɲadra							
BREAST_4										nɛ˨ːdra	
BREAST_5									pr̩si̯a		
BREAST_6							biust				
BREAST_7	ɣrudzi				ɡruːts						ɦrudɪ
BREAST_8								ʒɛˑnskəjəɡrutʲ			
BREAST_9						kruːtʲɪ̂neː					
BREATH_1	dɨxanʲːɛ	diʃanɛ						dɨxaˑnʲijə			dɪxɑnʲːɑ
BREATH_2			dâːx	dɛx			dɛx~ɔdːɛx	duˑx	dix		
BREATH_3										di˨ːx	
BREATH_4						kʋǎpɐs					
BREATH_5					ælpɑ						
BREATHE_1	dɨxaʦʲ	diʃam	dǐːsati	diːxat			ɔdːɨxaʨ	dɨʃaˑtʲ	diːxac		dɪxɑtɪ
BREATHE_2										di˨ːxati	
BREATHE_3						ɐɫsûətʲɪ~kʋeːpûətʲɪ					
BREATHE_4					ælpuɔ̯t						
BRIDGE_1	mɔst	mɔst	mɔ̂ːst	most			mɔst	mɔˑst	mɔst		mist
BRIDGE_2			ʨǔprija								
BRIDGE_3										mɔ˨ːst	
BRIDGE_4					tilts	tʲɪ̂ɫtɐs					
BRIGHT_1		jasɛn					jasnɨ		jasniː		
BRIGHT_2	svʲɛtlɨ	svɛtɤɫ	sʋîjɛtaɔ	zvjɛtliː				svʲeˑtɫɨj	zvɛtɫiː		svitlɪj
BRIGHT_3			ʋɛ̂dar								
BRIGHT_4										sʋɛtɛ˦l	
BRIGHT_5						ʃʋiəsʊ̂s					
BRIGHT_6						skɐʲɪ̯ˑstʊ̂s					
BRIGHT_7					ɡai̯ʃː						
BRING_1		dɔnɛsa	dɔ̌niɛti								
BRING_2										prine˦ːsti	
BRING_3	prɨnʲɛsʦi			br̝ɪnɛːst			pʂɨniɛɕʨ	prʲinʲɪstʲiˑ	prini̯esc		prɪnɛstɪ
BRING_4						ɐtnɛ̂ʃtʲɪ					
BRING_5					ɑdvɛst						
BROOK_1		pɔtɔk	pɔ̌tɔk	potok			pɔtɔk		pɔtɔk		
BROOK_2										po˦ːtɔk	
BROOK_3							stɾumiɛɲ				strumɔk
BROOK_4	ruʈ͡ʂaj							ruʨeˑj			
BROOK_5						ʊpɛ̌lʲɪs					
BROOK_6					urɡɑ						
BROOK_7					sdrau̯ts						
BROOM_1	mʲatla	mɛtɫa	mɛ̌tla				miɔtwa	mʲɪtɫaˑ	mɛtɫa		mitlɑ
BROOM_2										me˦ːtla	
BROOM_3				koʃcɛ							
BROOM_4				smɛtaːk							
BROOM_5					zluɔ̯tɑ	ʃɫûətɐ					
BROTHER_1	brat	brat	brât	bratr			bɾat	braˑt	brat	bra˦t	brɑt
BROTHER_2					brɑːlis	brôːlʲɪs					
BUCKET_1		kɔfa									
BUCKET_2			kǎbaɔ								
BUCKET_3										ʋe˦ːdrɔ	
BUCKET_4	vʲadrɔ			vjɛdro			viadɾɔ	vʲɪdrɔˑ	vɛdrɔ		vidrɔ
BUCKET_5				kiːbl			kubɛw				
BUCKET_6						kʲɪ̂bʲɪrɐs					
BUCKET_7					spai̯nis						
BUDGE_1		dviʒasɛ									
BUDGE_2			mǎknutisɛ	ɦnoʊ̯tsɛ					ɦnuːcsa		
BUDGE_3										prɛmakni˨ːtisɛ	
BUDGE_4	varuʂɨtʦa						ɾuʂɨʨɕɛ̃				wɔruʂɪtɪsʲɑ
BUDGE_5								ʃəvʲɪlnuˑtʲsʲɪ			
BUDGE_6						krʊtêːtʲɪ					
BUDGE_7					sɑɡruɔ̯ziːtiɛ̯s						
BUILD_1		strɔja						strɔˑjɨtʲ			
BUILD_2			ɡrǎːditi							ɡradi˨ːti	
BUILD_3				stavjɛt					stavac		
BUILD_4	budavaʦʲ			budovat	buːveːt		budɔvaʨ		budɔvac		buduwɑtɪ
BUILD_5						stɐtîːtʲɪ~pɐstɐtîːtʲɪ					
BUILD_6					ʦɛlt						
BULL_1	bɨk	bik	bîːk	biːk			bɨk	bɨˑk	biːk		bɪk
BULL_2										bi˦k	
BULL_3											buɦɑj
BULL_4					bulːis	bʊ̂lʲɪʊs					
BUNDLE_1	vʲazka	vrɤzka					viɔ̃ska	svʲaˑzkə			wjɑzkɑ
BUNDLE_2			snɔ̂p								
BUNDLE_3			sʋɛ̂ʒaɲ	zvazɛk					zvæzɔk		
BUNDLE_4										ʦu˨ːla	
BUNDLE_5										sʋɛ˨ːʒɛn	
BUNDLE_6									uzɫiːk		
BUNDLE_7						rʲiːʃʊɫǐːs					
BUNDLE_8					sai̯nis						
BURNING_1	ɣarɛʦʲ	ɡɔrʲa	ɡɔ̌rjɛti	ɦor̝ɛt				ɡɐrʲeˑtʲ	ɦɔri̯ec		ɦɔrʲitɪ
BURNING_2										ɡɔrɛ˨ːti	
BURNING_3							paliʨɕɛ̃		paːɫic		
BURNING_4					dɛkt	dɛ̂ɡtʲɪ					
BURN_(SOMETHING)_1		izɡɔrʲa									
BURN_(SOMETHING)_2	spaliʦʲ		spǎːliti	spaːlɪt			spaliʨ		spaːɫic		spɑlɪtɪ
BURN_(SOMETHING)_3			saɡɔ̌rjɛti								
BURN_(SOMETHING)_4										sɛʒɡa˨ːti	
BURN_(SOMETHING)_5								sʒɛˑʨ			
BURN_(SOMETHING)_6					dɛʣinɑːt~sɑdɛʣinɑːt	dɛ̌ɡʲɪntʲɪ~sʊdɛ̌ɡʲɪntʲɪ					
BUSINESS_1		sdɛɫka									
BUSINESS_2			pɔ̌saɔ								
BUSINESS_3			tř̩ɡɔʋina								
BUSINESS_4										kupʧi˨ːja	
BUSINESS_5				opxot					ɔpxɔt		
BUSINESS_6							spɾava				
BUSINESS_7							intɛɾɛs				
BUSINESS_8	zanʲatʦʲɛ							zɐnʲaˑtʲijə			zɑnʲɑtʲːɑ
BUSINESS_9					biznɛsː	bʲɪ̂znʲɪs					
BUSINESS_10					dɑriːjums						
BUTTER_1	masla	masɫɔ	mâslaʦ	maːslo			maswɔ	maˑsɫə	masɫɔ		mɑslɔ
BUTTER_2			bûtɛr								
BUTTER_3										ma˨ːslɔ	
BUTTER_4					zviɛ̯sts	sʋîəstɐs					
BUTTERFLY_1		pɛpɛruda									
BUTTERFLY_2			lɛ̂ptiːr								
BUTTERFLY_3										mɛtu˨ːl	
BUTTERFLY_4	matɨlʲ			motiːl			mɔtɨl		mɔtiːʎ		
BUTTERFLY_5											mɛtɛlɪk
BUTTERFLY_6								baˑbəʧkə			
BUTTERFLY_7						drʊɡǐːs					
BUTTERFLY_8						pɛtɛlʲɪ̂ʃkeː					
BUTTERFLY_9					tau̯riɲʃ						
BUTTON_1		kɔpʧɛ									
BUTTON_2			dǔɡmɛ								
BUTTON_3										ɡu˨ːmb	
BUTTON_4				knofliːk					ɡɔmbiːk		
BUTTON_5	ɣuzik						ɡuʑik				ɡuʣɪk
BUTTON_6								puˑɡəvʲiʦə			
BUTTON_7						sɐɡɑ̂					
BUTTON_8					puɔ̯ɡɑ						
BUY_1	kupiʦʲ	kupʲa~kupuvam	kǔːpiti	koʊ̯pɪt			kupiʨ	kupʲiˑtʲ	kuːpic	kupi˨ːti	kupɪtɪ
BUY_2					pirkt	pʲɪ̂rˑktʲɪ					
CALCULATE_1		smɛtna									
CALCULATE_2			raʧǔnati		reːcinɑːt						
CALCULATE_3										raʧu˨ːnati	
CALCULATE_4									raːtac		
CALCULATE_5				poʧiːtat				sʨitaˑtʲ	pɔʧiːtac		
CALCULATE_6							ɾaxɔvaʨ				rɑxuwɑtɪ
CALCULATE_7	liʈ͡ʂɨʦʲ										
CALCULATE_8						skɐʲɪ̯ˑʧʲɪûətʲɪ					
CALL_1		vikam~pɔvikam									
CALL_2	zvaʦʲ		zʋâti~dɔ̌zʋati					zvaˑtʲ			
CALL_3										kli˨ːʦati	
CALL_4				volat~zavolat			vɔwaʨ		vɔɫac~zavɔɫac		
CALL_5											klɪkɑtɪ
CALL_6					sau̯kt	ʃɒʊ̯ˑktʲɪ					
CALL_7						kʋiəstʲɪ					
CALL_(APPEAL)_1		zɔf						zɔˑf			
CALL_(APPEAL)_2			pɔ̂ʋiːk								
CALL_(APPEAL)_3	kliʈ͡ʂ		pɔ̂kliːk								ɔklɪk
CALL_(APPEAL)_4										kli˨ːʦ	
CALL_(APPEAL)_5				zavolaːɲiː			vɔwaniɛ		vɔɫani̯e~zavɔɫani̯e		
CALL_(APPEAL)_6						ʃɒʊ̯ˑksmɐs					
CALL_(APPEAL)_7					sau̯ʦiɛ̯ns						
CALL_BY_NAME_1		narɛka									
CALL_BY_NAME_2	nazvaʦʲ		nǎzʋati	nazvat			nazvaʨ	nɐzvaˑtʲ	nazvac		nɑzwɑtɪ
CALL_BY_NAME_3									mɛnɔvac	imɛnɔʋa˨ːti	
CALL_BY_NAME_4						ʋɐdʲɪ̂ntʲɪ~ʋɐ̂rˑdʲiːtʲɪ					
CALL_BY_NAME_5					sau̯kt						
CAMPFIRE_1	vɔɣniʂʈ͡ʂa	ɔɡniʃtɛ					ɔɡniskɔ				wɔɦnɪʂʈ͡ʂɛ
CAMPFIRE_2			lɔɡɔrskaʋâtra								
CAMPFIRE_3										ta˨ːbɔrnio˦ːɡɛn	
CAMPFIRE_4				taːboraːk					taːbɔraːk		
CAMPFIRE_5								kɐstʲor			
CAMPFIRE_6						ɫâˑʊ̯ʒɐs					
CAMPFIRE_7					uɡunskurs						
CAP_1		kaskɛt									
CAP_2		furaʒka									
CAP_3			kâpa								
CAP_4										ka˨ːpa	
CAP_5										ʧɛ˨ːpiʦa	
CAP_6	ʂapka						ʈ͡ʂapka	ʃaˑpkə	ʧi̯apka		ʂɑpkɑ
CAP_7				ʧɛpɪʦɛ							
CAP_8					ʦæpːurɛ	kɛpʊ̂reː					
CARRY_1		nɔsʲa	nɔ̌siti			nɛʃʲɪôːtʲɪ					
CARRY_2										ne˦ːsti	
CARRY_3	nʲɛsʦi			nɛːst	nɛst	nɛ̂ʃtʲɪ	niɛɕʨ	nʲɪstʲiˑ	ni̯esc		nɛstɪ
CAT_1	kɔʂka	kɔtka		koʧka			kɔt~kɔtka	kɔˑʃkə			kiʂkɑ
CAT_2			mâʧka						maʧka		
CAT_3										ma˨ːʧka	
CAT_4						kɐtěː					
CAT_5					kɑcːis						
CATCH_1	laviʦʲ	ɫɔvʲa~uɫɔvʲa	lɔ̌ʋiti				wɔviʨ	ɫɐvʲiˑtʲ			lɔwɪtɪ
CATCH_2			xʋâtati	xɪtat					xitac		
CATCH_3										ujɛ˨ːti	
CATCH_4						sʊɡâˑʊ̯tʲɪ					
CATCH_5					cɛrt~uscɛrt						
CATCH_(AN_ANIMAL)_1		xvana									
CATCH_(AN_ANIMAL)_2	zlaviʦʲ		ulɔ̌ʋiti	ulovɪt					uɫɔvic		
CATCH_(AN_ANIMAL)_3										zajɛ˨ːti	
CATCH_(AN_ANIMAL)_4							zwapaʨ				
CATCH_(AN_ANIMAL)_5								pəjmaˑtʲ			pʲijmɑtɪ
CATCH_(AN_ANIMAL)_6						sʊʧʲɪʊ̂ptʲɪ					
CATCH_(AN_ANIMAL)_7					sɑcːɛrt						
CATCH_FISH_1		ɫɔvʲariba	lɔ̌ʋitirîbu				wɔviʨɾɨbɨ		ɫɔvicribi		
CATCH_FISH_2	rɨbaʈ͡ʂɨʦʲ		rîbati					rɨbaˑʨitʲ			rɪbɑlɪtɪ
CATCH_FISH_3										riba˨ːriti	
CATCH_FISH_4				xɪtatrɪbɪ					xitacribi		
CATCH_FISH_5					zvɛjuɔ̯t	ʒʋɛjôːtʲɪ					
CAUSE_SOMEONE_TO_1		nakaram									
CAUSE_SOMEONE_TO_2			dâti	daːt					dac		
CAUSE_SOMEONE_TO_3										pɔʋzrɔʧi˨ːti	
CAUSE_SOMEONE_TO_4							zɔstaviʨ	zɐstaˑvʲitʲ			
CAUSE_SOMEONE_TO_5	prɨmusiʦʲ										zmusɪtɪ
CAUSE_SOMEONE_TO_6						pɐɫiəptʲɪ					
CAUSE_SOMEONE_TO_7					ʎau̯t						
CAUSE_TO_SIT_1		turʲa									
CAUSE_TO_SIT_2	pasadziʦʲ		pɔsǎːditi	posadɪt			pɔsaʥiʨ	pəsɐdʲiˑtʲ	pɔsadic	pɔsadi˨ːti	pɔsɑdɪtɪ
CAUSE_TO_SIT_3					seːdinɑːt	sodʲɪ̂ntʲɪ~pɐsodʲɪ̂ntʲɪ					
CAVE_1	pʲaʈ͡ʂɔra	pɛʃtɛra					piɛʈ͡ʂaɾa	pʲɪʃʲːeˑrə			pɛʈ͡ʂɛrɑ
CAVE_2			pɛ̌ʨina								
CAVE_3			spîʎa								
CAVE_4										ja˨ːma	
CAVE_5										ʋɔtli˨ːna	
CAVE_6				jɛskɪɲɛ					jaskiɲa		
CAVE_7					ɑlɑ	oɫɑ̂					
CEASE_1		svɤrʃa	sʋř̩ːʃitisɛ								
CEASE_2			prɛ̌stati								
CEASE_3										kɔnʧa˨ːtisɛ	
