Gloss	Anuta	Austral A	Austral B	East Futuna	Emae	Futuna-Aniwa	Hawaiian	Kapingamarangi	Luangiua	Mangareva	Maori	Mele-Fila	Niuean	North Marquesan	Nukuria	Penrhyn	Proto-Polynesian	Pukapuka	RakahangaManihiki	Rapanui	Rarotongan	RennellBellona	Samoan	Sikaiana	Tahitian	Tikopia	Tongan	Tuamotuan	Tuvalu	Vaeakau-Taumako	Wallisian
THUNDER_1		paatiɢi	paatiri		fatiri	vehʃiri	hekili	atili	hakuli	atutiri	fatitiri	patʃiri		phatooteoːte	hatturi	hatutiri		watitili	fatitiri	patiri		hatutiɡi	faaititili		paatiri	fatitiri		fatutiri		pasili	faisisili
THUNDER_2																			tuki												
THUNDER_3	mana			mana													mana					mana		mana		mana	mana		mana		mana
THUNDER_4													pakuulaɡi																		
THUNDER_5																					maaŋuaːŋuŋuaːŋuːŋu										
TONGUE_1	arero	aɢeɢo	arero	ʔalelo	arero	rero	alelo	horore	alelo	arero	arero		alelo	aʔeʔo	arero	arero	ʔalelo	alelo	alelo	arero	arero	ʔaɡeɡo	alelo	alelo	arero	alelo	ʔelelo	arero	alelo	alelo	ʔalelo
TONGUE_2												limena																			
TOOTH_1	nipo	niho	niʔo	nifo	nifo	nifo	niho	niha	ŋiho	niʔo	niho	nifo	nifo	niho	niho	niho	nifo	nio	niho	niho	niʔo	niho	nifo	niho	niho	nifo	nifo	niho	nifo	niho	nifo
TURN_1			tiipuʔu																						tiipuʔu						
TURN_10																											taaafeafe				
TURN_11																		niniwi	fakaninihi												
TURN_12																		uwe	ue												
TURN_13																					ʔikiʔiki										
TURN_14		taaviɢi					wili							kaviʔi						taviri									takapili		
TURN_2																		pale	pale		paʔe					pare					
TURN_3								maɡau																							
TURN_4																		tipa													
TURN_5	puri			fuli		tafuri	huli		huli		huri		fuli		tahuri	huri	fuli	wuli	huri			takahuɡi		tahuli				huri		tahuli	fulihi
TURN_6																				teka											
TURN_7					fariu							firiu											faaliu				liliu				
TURN_8										tiirori																					
TURN_9									hakiʔe																						
TWENTY_1		pitiʔahuɢu	pitiʔaʔuru																						pitiʔahuru						
TWENTY_2											ruatekau				tipurua			luaŋaulu,tinolua			ruaŋauru		luasefulu								
TWENTY_3										takau			tekau	tekau											taʔau		tekau		tekau		
TWENTY_4				kaulua			iwakaalua											laulua												ɡatoaelua	
TWO_1	rua		rua	lua	rua	rua	lua	lua	lua	rua	rua	rua	ua	ʔua	hiaoa	rua	rua	lua	lua	rua	rua	ɡua	elua	lua		rua	ua	rua	aoa	lua	lua
TWO_2		piti	piti																						piti						
VOMIT_1													puhaki								puaki		puaʔi								puʔaki
VOMIT_2		pihaʔe																							pihaʔe						
VOMIT_3	rua		ruʔaʔi	lua,lua	rua	lua	luaʔi	luai,rua	lua	ruaki	ruaki	rua	lua	ʔua	rua	rua	luaʔi,lua	luaki,lua	ruaki	rua		ɡua	luaʔi	lua		rua	lua	ruua	lua	lua	lua
WALK_1																									ori						
WALK_10																	roo														
WALK_2			ʔano	ano													fano														
WALK_3																														kau	
WALK_4																	ʔalu										ʔalu				
WALK_5								heeheeːhe																							
WALK_6			rimorimo																												
WALK_7	aere	haeɢe	ʔanorimoʔaere	saʔele	saere		hele	haele	haele	ʔere	haereawaewae		haele	heʔe	haare	saere	saʔele	jaaeleaːelele	haere	haere	ʔaere	saʔeɡe	saele	saele	haere	saere		haere	haele		haaere
WALK_8												saria																			
WALK_9								taahao																		tahao					
WARM_1	mapanapana		maaʔanaʔana	maafana	mafanafana	mafana	hahana	mahana	mahaŋa	maʔana	mahana		mafana	haʔamaahanahana	mahana	mahana	mafanafana	maajana	mahana	mahana,hana	maʔana	mahana		maahana	maahanahana	mafana	mafana	mahana	mafana	mahana	mafana
WARM_2		veʔaveʔa	veravera				wela					wera						vela					vela						mavelavela		
WATER_1	vai		vai	vai	βai	vai	wai	wai	vai	vai	wai	wai	vai	vai	vai	vai		jua	vai	vai	vai	bai	vai	vai		vai	vai	vai	vai	vai	vai
WATER_2		papemaaʔaɢo																							pape						
WATER_3																	fakaranu														
WET_1		maʔu	maʔu	maatuʔu						maku	maakuaːku								maahuaːhu		maaʔuaːʔuʔuaːʔuːʔu								maalu		
WET_10						ʰnupu																									
WET_11														ʔautau																	
WET_12			rari							rari						rari				lali	taarari				rari			rari			
WET_13					roro																										
WET_2						su		tʰiu	suu								suu	jujuu				suuʔia	susuu	siu		suu			hihiu	siu	
WET_3				fakasasau								lousa								hehe											
WET_4										raŋa																					
WET_5																			tavai												
WET_6				taitaia																											
WET_7							pulu																								
WET_8	parapara														para														pala		palapala
WET_9				vikuviku																							viku				
WE_1		taatou,taaua	taatou,taaua		taua,tatou		kaakou,kaaua	ɡida,ɡida	kaaua,kaakou	taaua	taatou,taaua	taua,tatou	tautolu,taua	taua,tatou	taatou			ataaua,taatou	taatou	tatou	taatou	kita	taatou	taaua,taatou	taatou,taaua		kitautolu	tatou		tʰatou,tʰaua	
WE_2		maatou,maaua	maatou,maaua	maa	maua,matou	kimaua	maakou,maaua		maakou,maaua		maatou,maaua	maua,matou	mautolu,maua	maua,matou	maatou		kimatou	amaaua,maatou	maatou	matou	maatou	kimaa	maatou	maatou,maaua	maatou,maaua		kimautolu			mhatou,mhaua	maa
WE_3	tou			tou																						tou					tou
WHAT_1	aa	aha	aʔa	aa		aha	aha	aha	kea	aʔa	aha	afa	haa	aha	heaa	aha	haa		eaha	aha	aʔa	aa		aa	eaha	aa	haa	aha	aa	aa	aa
WHAT_2					rea													wea					ʔoleaa								
WHEN_1																	ŋaisa														
WHEN_2					afe																										
WHEN_3																			me												
WHEN_4																						ʔasohea									
WHEN_5												afia																			
WHEN_6		ahea	inaaʔea	aafea		afia	inaahea		keaohe	aʔea	aahea		fe	aahea		aahea		wea		aɡahe	aaʔea		anafea	itemokoahea	inaafea	afea	ʔanefee		aafea	anahea	afea
WHEN_7															anahee																
WHEN_8	fukalu																														
WHERE_1	pea	hea	ʔia	fea	ife	ua	aiaihea	hee	hea	ʔea	fea	ifia	fee	hea	ihea	hea	fea	iwea	hea	he	ʔea	hea	ʔofea	hea	hea	fea	ʔifee	hea	teehea	ihea	fea
WHITE_1	kena					kʰeŋo		kene										kena								kena					
WHITE_10															maatea																
WHITE_11																							sina				hinehina				
WHITE_12																							paʔepaʔe								
WHITE_13											maa																				
WHITE_14	tea		teatea	tea		tea	kea			tea			tea	tea		tea	tea		tea	teatea	tea	tea	tea	tea		tea		tea	tea	tʰea	tea
WHITE_15							keʔokeʔo							teko																	
WHITE_2																									ʔuoʔuo						
WHITE_3					tea																										
WHITE_4									maʔiŋi																						
WHITE_5																			maakita												
WHITE_6																		mumuka													
WHITE_7												tetea																			
WHITE_8		ʔuoʔuo																													
WHITE_9														tavaiʔe																	
WHO_1	ai	vai	vai	ai	koi	akai	wai	ai	ai	ai	wai	kuai	hai	ai	koai	ai	hai	ai	koai	aai	ʔai	ai	ʔoai	ai	ʔovai	ai	hai	ai	ai	ai	ai
WIDE_1																				kau											
WIDE_10																													lauefa		
WIDE_11											faanui																				
WIDE_12				laulasi									laulahi										lautele				laulahi			laueha	laulahi
WIDE_2										ʔataʔata																					
WIDE_3							aakea							fatea					atea		aatea		aateatea								
WIDE_4																			patapata												
WIDE_5		ɢaɢahi																													
WIDE_6						ʰlafa		balaha	laha							raharaha		lapalapa						llaha		lafalafa		raha			
WIDE_7																	lauefa														
WIDE_8															raharaha																
WIDE_9			ʔaʔano																		ʔaʔano				ʔaʔano						
WIFE_1																	ʔasawana														
WIFE_2																											mali				
WIFE_3																												moorire			
WIFE_4	nopine	vahine	vaʔine	finematuʔa	finamatua	fine,nafune	wahine			veʔine	wahine	tefine		vehine				wawine	vahine		vaʔine	hiimatuʔa			vahine	nofine				nohine	finematuʔa
WIFE_5																				viiʔe		hiɡimatuʔa									
WIFE_6								awaŋa							aavana								aavaaːva								
WIFE_7										aʔana			hoana																		
WIND_1	mataŋi	mataʔi	mataʔi	mataɡi	mataŋi	mataɡi	makani	madaŋi	makaŋi	mataŋi		mataŋi	mataŋi	metani	matani	mataŋi	mataŋi	mataŋi	mataŋi	mataɡi	mataŋi	mataŋi	mataŋi	matani	mataʔi	mataɡi	mataŋi	mataŋi		mataŋi	mataɡi
WIND_2						sau				hau	hau					sau				hahau											
WIND_3				savili									havili										savili								havili
WIND_4																				tokerau											
WING_1	kapakau			kapakau	pakakau	pakau	ʔeeheu	bakaumanu	apaʔau	pehau		pekau	peehau,tapakau	pekeu	kapakau		kapakau	pakajau,kapakapa			peeʔau	kapakau	ʔapaʔau	kapakau		kapakau	kapakau		kapakau	kapakau	kapakau
WING_2																				karʔa											
WING_3		maiti																													
WING_4			pererau							pererau	parirau					pererau			paehau						pererau			pererau			
WORK (ACTIVITY)_1																	ʔuma														
WORK (ACTIVITY)_2					feisaŋa		hana			ʔaŋa		wosiana		hana		aŋa		jaŋa	aŋaaŋa	aɡa	ʔaŋa					saŋa		haŋa	haɡa	aŋa	
WORK (ACTIVITY)_3	ŋarue			ɡaaʔoi									ɡahua										ŋalue			ŋaua	ŋaaue				ɡaaue
WORK (ACTIVITY)_4																									ʔohipa						
WORK (ACTIVITY)_5						fiʃikai			heheaʔu						hekau							haihekau		hekau							
WORK (ACTIVITY)_6		ʔohipa																													
WORK (ACTIVITY)_7			ʔatapu																												
WORK (ACTIVITY)_8											mahi																				
WORM_1																						suɡati									
WORM_2								patupatu																							
WORM_3																														peipe	
WORM_4																				koreha											
WORM_5																		veli													
WORM_6																							ʔanufe								
WORM_7		toʔeɢepo	toʔe				koʔe			iritoke	noke			toke		toke			toke		toke		toʔe		toʔe			toke			
WORM_8				kelemutu		nufekere							kelemutu		tamakerekere		kelemutu						ʔelemutu				kelemutu		kalemuta		ʔulukele
YAWN_1		haamamatevaha	ʔaamama	maavava		mava	haamama			ʔamama	haamama		mamao	mama	maava	haamama	mawawa	maŋa	haamama	haka	ʔaamama	mababa	maavava		haamama	mava	mamao	haamama			mamaao
YAWN_2										naro																					
YEAR_1	tau			taʔu	tau	tau		tau	kau	tau	tau		tau	tau			taʔu			taʔu	tau	taʔu	tausaŋa	tau		tau	taʔu	tau	tauhaŋa		taʔu
YEAR_2										ano																					
YEAR_3														huaʔa																	
YEAR_4																		taakaloŋa													
YEAR_5												tau																			
YEAR_6																														ŋatae	
YEAR_7															kirimahi																
YEAR_8		matahiti	mataʔiti				makahiki									matahiti		matawiti	matahiti	matahiti	mataʔiti				matahiti						
YELLOW_1		ɢeʔaɢeʔa	reʔareʔa				lena									reŋareŋa	reŋareŋa,felo		reŋa		reŋareŋa		leɡa		reʔareʔa		eŋeeŋa	reŋareŋa			leɡaleɡa
YELLOW_10												maloloa																			
YELLOW_11						rauneaʰleu																									
YELLOW_12																							saamasama						sama		
YELLOW_13											koofai																				
YELLOW_14													aɡo																		
YELLOW_15															vaiano																
YELLOW_2								laupuke																							
YELLOW_3																		jeŋajeŋa													
YELLOW_4				felo	ferofero	fero			helo													heɡoheɡo		felo		fero			fefelo	helo	
YELLOW_5																										seŋa			heɡaheɡa		
YELLOW_6	teteŋa																														
YELLOW_7																				para											
YELLOW_8										reŋareŋa																					
YELLOW_9														tokatoka																	
YOU_1																										kee					
YOU_2	kotou	ʔoutou	ʔoutou	koutou	kotou		ʔoukou			koorua	koutou	koutou		kotou	koutou			kootou	kootou		kootou	koutou	ʔoutou	koutou	ʔoutou	kootou		koutou	koutou	koutou	koutou
YOU_3																											kimoutolu				
YOU_4										kootou																					
YOU_5	ke																														
YOU_6						koe																									
YOU_7	korua	ʔooɢua	ʔuurua	koulua	korua	korua	ʔolua	ɡoolua	oolua	korua	koorua	korua			kourua			koolua	koorua	korua	koorua	kouɡua	ʔoulua	koulua	ʔoorua	korua		koorua	koulua	koulua	koulua
