Gloss	Cahuilla	Central Tarahumara	Chemehuevi	Classical Nahuatl	Comanche	Cupeño	El Nayar Cora	Eudeve	Highland Puebla Nahuatl	Hopi	Huarijío	Huichol	Kawaiisu	Luiseño	Mayo	Mono	Northern Paiute	Northern Tepehuan	Panamint	Pima Bajo	Pipil	Pochutec	Serrano	Shoshoni	Southeastern Tepehuan	Southern Paiute	Teguima	Tetelcingo Nahuatl	Tohono O'odham	Tongva	Tubar	Tübatulabal	Ute	Yaqui
WALK_73_walk-1	nem			nenemi		nɨnɨwi			nehnemi							nɨwi					nehnemi		nɨm				nenemia	nehnemiː						
WALK_73_walk-10																													him					
WALK_73_walk-11								dion																										
WALK_73_walk-12		eʔyena																																
WALK_73_walk-13																															ona			
WALK_73_walk-16								vacon																										
WALK_73_walk-2					miʔa					waːi̯̯nɨma							mia~miʔa		miʔa					miʔa								mij~iːmiː		
WALK_73_walk-3													paɡi													pakin							pkai̯̯	
WALK_73_walk-4											oi̯̯	uwi						ojumure		oi̯̯moːr					oi̯̯rɨ									
WALK_73_walk-5							jeʔi								werama~wei̯̯je																			weje~weeje
WALK_73_walk-6																														nuŋino				
WALK_73_walk-7			utu̯a																															
WALK_73_walk-8														wukala																				
WATER_																		zudːaɡi		ʂuːdaɡ					suːdai̯̯ʔ				ʂuːdaɡi					
WATER_86_water-1	pal	baʔwi	paː	aːt͡ɬ	paː	pal~paw	hah	ba~bat	aːt	paahɨ	paʔwi	ha	poʔo	paala~paaw	baːʔa	paja	paː		paː		at	at	paːt	paː		paː	vat	øcint͡ɬi		par	vata~bata~wota	paːl	paa	baaʔa
WE_			nɯmːi										tɑwɑ~nɯmi																				tɑwi~nɯmɯ	
WE_116_we-1	ʦem~ʦe̠mem	tɑmi̠~tɑ̠mu	tɑmːi		tɑnɯ	ʦəm	i̠teːn	tɑmi̠de		itɑm	reme	tɑme	tɑmi	ʦɑ̠̄ʔɑm~ʦɑ̠ʔɑm~ʦɑmʔ~ʦɑ̠̄ʔum			tːɑmːi		tɑmːɯ				ɑʦɑm~iʦɑm	tɑmːɯn		tɑmɑ	tɑmido						tɑmi	
WE_116_we-2																tɑ																		
WE_116_we-3																														ijoːmo				
WE_116_we-4																																iŋilɑʔɑn~iŋiluːʦ~iŋilɑ		
WE_116_we-6				teʔwɑːn																	tehemet							tehwɑnte~tehwɑ						
WE_116_we-7															itɑpo																iti̠~ete̠~ite̠			itepo
WE_116_we-8																		ɑːtɯ		aːti									aːʦim					
WHAT_																				iktu~kʷɑn														
WHAT_117_what-1			hɑnːiɑ~himpɯ							hiːtɑ~himɯ																								
WHAT_117_what-10																				hɯɡ														
WHAT_117_what-2					hiːni~hini								hiniʔipi											hinɑ~hiːn		inːi							ʔini	
WHAT_117_what-3																	hiː		hiː															
WHAT_117_what-4	hi̠ʦʔɑ~hi̠ʦɑxɑ~hi̠ʦeʔɑ					hiʃ					ihtɑ̠			hiːʦɑ~hiʃ	hi̠tɑsɑ~hitɑ								hiːt							hitɑ				hitɑ
WHAT_117_what-5																																haːi̯̯ntɑ		
WHAT_117_what-6				t͡ɬei̯̯n			titɑne̠		te												tɑj~taː	te						t͡ɬiːn~t͡ɬiː						
WHAT_117_what-7								ha				hai̯̯				hɑ													hɑb		hɑte̠k~hɑtep			
WHAT_117_what-8		mɑ̠																																
WHAT_117_what-9																		tuma							tuʔ									
WHITE_104_white-1		rosakame	tosaka	istak	tosapihtɨn				istaːk		tosaname				tosali	toʦːipono	toha	toxa	tosapihtɨ	stoha	istak			tosapihtɨn	ʧu̯a	toʃa~toʃæ	tosːăi	istøk	stoha		tosar			tosaʔi
WHITE_104_white-10							kʷei̯na																											
WHITE_104_white-12												turame																						
WHITE_104_white-14												putura																						
WHITE_104_white-2						xwajɨ								xwai̯̯a																				
WHITE_104_white-3													seːɡidɨ																				sakatɨ	
WHITE_104_white-4																																poːʃɨɨt~oːboːʃɨ		
WHITE_104_white-5																							jaraːraʔn											
WHITE_104_white-6	teviʃnek																																	
WHITE_104_white-7																														rawatai̯̯				
WHITE_104_white-8										qøycaːwasaʔ																								
WHITE_104_white-9								sutei̯̯																										
WHO_												qeː																						
WHO_118_who-1	hɑ̠xʔi			aːkin	hɑkɑtɯ	hɑx			aːkoni	hɑk				hɑx		haɡʱe	hɑkɑ		hɑkːɑ~hɑkɑtɯn		kɑh~kaː	ak		hɑkːe~hɑkːɑi̯̯				aːki		hakiː	hɑki̠	ɑkitin~ɑki	ʔaː	
WHO_118_who-12			hinːi										hini																					
WHO_118_who-2			hɑŋɑ										hɑnɑ													anɡa								
WHO_118_who-3																							hɑmiʔ											
WHO_118_who-4								hebeː			abu̯aː				hɑ̠βesu~hɑβːe												hawe							hɑβe
WHO_118_who-5												titɑ																						
WHO_118_who-6							hatɑne̠																											
WHO_118_who-7		mɑ̠pu																																
WHO_118_who-8																				hɯli~hɯri									hɯðɑi̯̯					
WHO_118_who-9																		voːr																
WIND_87_wind-1		eka		ekat͡ɬ			eeka~aːka	raheca	ehekat	hɨːkaŋwɨ	eɡa	eka			heeka	hɨkːwa	kɨkːwapːa				ahakat						ɡeca	jehjekat͡ɬ				xkahwal		heeka
WIND_87_wind-2			nɨkatɨ		nɨepi								neːdɨ						nɨe					nɨai̯		nɨa							nɨatɨ~nɨai̯̯	
WIND_87_wind-3						sɨvɨl												jubuli		hɨvɨl			ʂɨvɨt		jɨbɨl̥				hɨwɨl					
WIND_87_wind-4	jaʔi																																	
WIND_87_wind-5														huŋla																				
WIND_87_wind-6																														axikaŋ				
WIND_87_wind-7																															honit			
WOMAN_								huhuɡu̯a																										
WOMAN_20_woman-1					waʔipːɨ														waʔipːɨ					waʔipːɨ										
WOMAN_20_woman-10																																koi̯̯mi		
WOMAN_20_woman-11						nawikat																												
WOMAN_20_woman-12																														tokor				
WOMAN_20_woman-13										wɨːti																								
WOMAN_20_woman-14											oerume																							
WOMAN_20_woman-15		muki																																
WOMAN_20_woman-16																															tuli			
WOMAN_20_woman-2			mamaʔuː										mamaʔo~mumoʔo													mamaʔu							mamaci	
WOMAN_20_woman-3	ɲiʧily																						nɨːht											
WOMAN_20_woman-4				siwaːt͡ɬ					siwaːt					ʂuŋaal							siwat							sowat͡ɬ						
WOMAN_20_woman-5							hɨi̯̯taʔa											ubi							ubiː				uwi					
WOMAN_20_woman-6								hokis				uka								oks							oqui̯̯							
WOMAN_20_woman-7															hamːut																			hamut
WOMAN_20_woman-8																hɨːpːiʔ																		
WOMAN_20_woman-9																	mokoʔni																	
YEAR_																		oi̯̯diɡui̯̯		macohu̯aba												ʃuwaːl		
YEAR_108_year-1			tomo		tomːo											toː	tomːo		tomːo				tamoaʔ	tomːo		tomːo				tameːvŋei̯̯			tomotːɨ	
YEAR_108_year-10																													ahidaɡ					
YEAR_108_year-11																				hunai̯̯b														
YEAR_108_year-12																		jumiɡui̯̯							oi̯̯dʱaʔ									
YEAR_108_year-13																															asak			
YEAR_108_year-14							nyinʲeʔira																											
YEAR_108_year-2	tawpaxiʃ					tawpa								tawpaʃ																				
YEAR_108_year-3								betaraːwa				witari~wijari															veta							
YEAR_108_year-4		bamibali									pamibame																							
YEAR_108_year-5															wasuktiria																			wasuktia
YEAR_108_year-6				ʃiwit͡ɬ					ʃiwit												ʃiwit							ʃiːbit͡ɬ~ʃiːhpa						
YEAR_108_year-7													tiːpɨ																					
YEAR_108_year-9										jaːsaŋwɨ																								
YELLOW_																															kisarakar			
YELLOW_103_yellow-1			oasiakka		oha											ohapono	oha	oama	oa	soam				oa	u̯am	oæ			soam			u̯am	oakːatɨ	
YELLOW_103_yellow-10										sikaŋpɨ																								
YELLOW_103_yellow-11																															mokʷasakara			
YELLOW_103_yellow-12							tjau̯̯mwa																											
YELLOW_103_yellow-13												taraɨ̯̯je																						
YELLOW_103_yellow-14																					tultik													
YELLOW_103_yellow-2		sawaroame						savei̯̯			saʔwatome				sawari~sawali												saɡu̯ăi							huːsai̯̯~sawai̯̯
YELLOW_103_yellow-3				kost͡ɬi					kostik																			kostiːk						
YELLOW_103_yellow-4													hɨvɨɡidɨ																					
YELLOW_103_yellow-5																							ʂaʈ͡ʂiːʈ͡ʂiʔn											
YELLOW_103_yellow-6	tesnekiʃ																																	
YELLOW_103_yellow-7						kɨnɨkɨnɨʔɨʃ																												
YELLOW_103_yellow-8														aʂoʔʂuʃ																				
YELLOW_103_yellow-9																														pajuːwit				
